ja en
ja_プロモ en_promos
ja_アルビノ en_albino
ja_ベジタリアン en_vegetarians
ja_ベジタリアン en_vegetarian
ja_坐禅 en_zazen
ja_マハチカラ en_makhachkala
ja_鉱夫 en_miners
ja_甘利 en_amari
ja_ブエノ en_bueno
ja_軽石 en_pumice
ja_ノルベルト en_norbert
ja_プルゼニ en_plzeň
ja_ボニータ en_bonita
ja_ピーボディ en_peabody
ja_オービタ en_orbiter
ja_アントニン en_antonin
ja_気管支炎 en_bronchitis
ja_ジーノ en_gino
ja_ガイガー en_geiger
ja_マンコ en_manco
ja_レーバー en_laver
ja_緑内障 en_glaucoma
ja_下請 en_subcontract
ja_牡蠣 en_oysters
ja_牡蠣 en_oyster
ja_ギザギザ en_jagged
ja_ヤニック en_yannick
ja_シャピロ en_shapiro
ja_ハオ en_hao
ja_シャクナゲ en_rhododendron
ja_ホッジス en_hodges
ja_ユール en_yule
ja_スラックス en_slacks
ja_ケチャップ en_ketchup
ja_スイフト en_swift
ja_ボーズ en_bose
ja_ヴァレンティン en_valentin
ja_脇差 en_wakizashi
ja_トーテム en_totem
ja_スペンス en_spence
ja_ブロッカー en_blocker
ja_キーホルダー en_keychain
ja_ヴェルダン en_verdun
ja_スパニエル en_spaniel
ja_干ばつ en_drought
ja_エアフルト en_erfurt
ja_ヤウンデ en_yaoundé
ja_かごめ en_kagome
ja_フラグメント en_fragment
ja_フラグメント en_fragments
ja_雑食 en_omnivorous
ja_絵の具 en_paints
ja_エクスペリエンス en_experiences
ja_エクスペリエンス en_experience
ja_スキッド en_skid
ja_特徴付ける en_characterize
ja_ルーラー en_ruler
ja_ルーラー en_rulers
ja_ルッソ en_russo
ja_スレブレニツァ en_srebrenica
ja_ティリー en_tilly
ja_ホスピス en_hospice
ja_アトリー en_attlee
ja_グレンヴィル en_grenville
ja_ホノリウス en_honorius
ja_アカプルコ en_acapulco
ja_ジーター en_jeter
ja_みにくい en_ugly
ja_東大門 en_dongdaemun
ja_ルベン en_ruben
ja_クロッシング en_crossing
ja_キア en_kia
ja_エミュレート en_emulate
ja_持久力 en_endurance
ja_持久力 en_endures
ja_ポケベル en_pager
ja_コリーン en_colleen
ja_ウェルギリウス en_virgil
ja_ガリラヤ en_galilee
ja_ニーム en_neame
ja_ウィテカー en_whitaker
ja_無神論者 en_atheist
ja_オールズモビル en_olds
ja_来世 en_afterlife
ja_マゼンタ en_magenta
ja_トロット en_trot
ja_無常 en_impermanence
ja_ベツレヘム en_bethlehem
ja_バーレスク en_burlesque
ja_排尿 en_peeing
ja_排尿 en_urination
ja_排尿 en_urinate
ja_排尿 en_urinating
ja_ニュートラル en_neutral
ja_船出 en_sail
ja_ブイヨン en_broth
ja_ブイヨン en_bouillon
ja_アカバ en_aqaba
ja_パーシヴァル en_percival
ja_先読み en_lookahead
ja_ジュリエッタ en_giulietta
ja_シェリフ en_sheriff
ja_エルビス en_elvis
ja_ベレン en_belém
ja_グラディス en_gladys
ja_裏庭 en_backyard
ja_ドゥブロヴニク en_dubrovnik
ja_信乃 en_shino
ja_マグリブ en_maghreb
ja_レニウム en_rhenium
ja_ティト en_tito
ja_コドン en_codon
ja_余呉 en_yogo
ja_メトロイド en_metroid
ja_ローゼンベルク en_rosenberg
ja_キリエ en_kyrie
ja_マグナス en_magnus
ja_オイディプス en_oedipus
ja_アスピリン en_aspirin
ja_ガラクトース en_galactose
ja_メトカーフ en_metcalfe
ja_モップ en_mop
ja_バハードゥル en_bahadur
ja_登記簿 en_registry
ja_メラネシア en_melanesia
ja_カジキ en_marlin
ja_イルマ en_irma
ja_ピカール en_picard
ja_けいれん en_cramps
ja_けいれん en_cramping
ja_けいれん en_convulsions
ja_けいれん en_cramp
ja_旅程 en_itinerary
ja_フィッツロイ en_fitzroy
ja_綴喜 en_tsuzuki
ja_フロッピー en_floppy
ja_先入観 en_prejudice
ja_ブラウザー en_browsers
ja_ブラウザー en_browser
ja_マチェラータ en_macerata
ja_カルバート en_calvert
ja_知能指数 en_iq
ja_ケレス en_ceres
ja_電離層 en_ionosphere
ja_レオニダス en_leonidas
ja_ナプキン en_napkin
ja_ナプキン en_napkins
ja_扁桃 en_tonsils
ja_扁桃 en_tonsil
ja_ガウン en_gown
ja_ガウン en_gowns
ja_モンモランシー en_montmorency
ja_アディ en_addy
ja_ピトケアン en_pitcairn
ja_リテラル en_literal
ja_ゆるい en_loose
ja_ジョルダーノ en_giordano
ja_萬歳 en_manzai
ja_カロテン en_carotene
ja_スンニ en_sonni
ja_バッテリ en_battery
ja_一輪車 en_unicycle
ja_クロンシュタット en_kronstadt
ja_ボルコ en_bolko
ja_サーモ en_thermo
ja_ヒステリー en_hysteria
ja_ターニャ en_tanya
ja_ガントレット en_gauntlet
ja_プロト en_proto
ja_コゼンツァ en_cosenza
ja_タンブリング en_tumbling
ja_紙吹雪 en_confetti
ja_ロンバルディ en_lombardi
ja_エリヤ en_elijah
ja_ナビゲート en_navigate
ja_ナビゲート en_navigating
ja_黒曜石 en_obsidian
ja_ギルガメシュ en_gilgamesh
ja_マニエリスム en_mannerism
ja_腹話術 en_ventriloquism
ja_オウル en_oulu
ja_マイニンゲン en_meiningen
ja_オラフ en_olaf
ja_アリゲーター en_alligator
ja_伝奏 en_denso
ja_ケルマーン en_kerman
ja_リレーション en_relations
ja_ジュラルミン en_duralumin
ja_プラスキ en_pulaski
ja_ヴィルト en_wirth
ja_アンタレス en_antares
ja_ご馳走 en_delicacy
ja_釈尊 en_shakyamuni
ja_減数 en_haploid
ja_騎射 en_kisha
ja_ロスコー en_roscoe
ja_アクチュエータ en_actuator
ja_ニーマン en_neiman
ja_アデノシン en_adenosine
ja_ウィルトシャー en_wiltshire
ja_文成 en_wencheng
ja_ほくろ en_mole
ja_マコーミック en_mccormick
ja_アジャクシオ en_ajaccio
ja_リブート en_reboot
ja_リブート en_reboots
ja_分詞 en_participle
ja_エクイティ en_equity
ja_遊走 en_zoospores
ja_ペネロペ en_penelope
ja_類義語 en_synonyms
ja_類義語 en_synonym
ja_パレンバン en_palembang
ja_じゃがいも en_potatoes
ja_じゃがいも en_potato
ja_ゲシュタルト en_gestalt
ja_スラグ en_slag
ja_リラクゼーション en_relaxation
ja_羨望 en_envy
ja_デュアン en_duane
ja_痛風 en_gout
ja_バリモア en_barrymore
ja_コスモポリタン en_cosmopolitan
ja_ザカリー en_zachary
ja_ロッコ en_rocco
ja_切り取り en_cutting
ja_切り取り en_cut
ja_切り取り en_crop
ja_ヴァルデマー en_waldemar
ja_二日酔い en_hungover
ja_二日酔い en_hangover
ja_割賦 en_installment
ja_傍若無人 en_outrageously
ja_親房 en_chikafusa
ja_ヒジャーズ en_hejaz
ja_ブルーインズ en_bruins
ja_ヤヌス en_janus
ja_アルカトラズ en_alcatraz
ja_雄鶏 en_rooster
ja_パソ en_paso
ja_ファクタ en_facta
ja_タリウム en_thallium
ja_アシュランド en_ashland
ja_スウィンドン en_swindon
ja_セレシュ en_seles
ja_ハイドフェルド en_heidfeld
ja_煮る en_simmering
ja_煮る en_simmer
ja_しっとり en_moist
ja_リモージュ en_limoges
ja_シナイ半島 en_sinai
ja_脾臓 en_spleen
ja_スケジューリング en_scheduling
ja_クッシング en_cushing
ja_精舎 en_vihara
ja_力丸 en_rikimaru
ja_根気 en_patience
ja_スポケーン en_spokane
ja_安息日 en_sabbath
ja_ドゥアラ en_douala
ja_裸子植物 en_gymnosperm
ja_アーヴ en_irv
ja_ジャグリング en_juggling
ja_グラビティ en_gravity
ja_コングロマリット en_conglomerate
ja___ en___
ja_デコーダ en_decoder
ja_更正 en_reassessment
ja_マイクロフィルム en_microfilm
ja_ブレッキンリッジ en_breckinridge
ja_ダウニング en_downing
ja_スピンドル en_spindle
ja_ジローラモ en_girolamo
ja_ミモザ en_mimosa
ja_グール en_ghouls
ja_グール en_ghoul
ja_オクトパス en_octopus
ja_ショーツ en_shorts
ja_バナト en_banat
ja_トリートメント en_treatment
ja_トリートメント en_treatments
ja_ノロドム en_norodom
ja_ゴッサム en_gotham
ja_スレート en_slate
ja_ファイリング en_filing
ja_シロッコ en_sirocco
ja_シャイフ en_sheikh
ja_ビシュケク en_bishkek
ja_ウインチ en_winch
ja_サウロン en_sauron
ja_段違い en_uneven
ja_ジョゼフィーヌ en_josephine
ja_リーガン en_regan
ja_聴聞 en_hearings
ja_聴聞 en_hearing
ja_ホームステッド en_homestead
ja_臍帯 en_umbilical
ja_ティアナ en_tiana
ja_にんにく en_garlic
ja_イサク en_isaac
ja_ミクローシュ en_miklós
ja_ダー en_dah
ja_注射器 en_syringe
ja_吉政 en_yoshimasa
ja_アルハンゲリスク en_arkhangelsk
ja_エレーラ en_herrera
ja_フロントガラス en_windshield
ja_マニアックス en_maniax
ja_皮下 en_subcutaneous
ja_カリム en_karim
ja_青白い en_pale
ja_ウム en_umm
ja_ロジスティック en_logistic
ja_眠気 en_drowsiness
ja_天安門 en_tiananmen
ja_デューン en_dune
ja_欺く en_deceive
ja_重荷 en_burden
ja_バルサ en_balsa
ja_対流圏 en_troposphere
ja_アキュラ en_acura
ja_ゴル en_gol
ja_逆立ち en_handstand
ja_グリズリー en_grizzly
ja_タリー en_tully
ja_ナーセル en_nasser
ja_アラニン en_alanine
ja_ラドフォード en_radford
ja_つま先 en_toes
ja_つま先 en_toe
ja_クルージング en_cruising
ja_即答 en_repartee
ja_テトラ en_tetra
ja_ストライサンド en_streisand
ja_マーチャント en_merchant
ja_羽前 en_uzen
ja_エウリピデス en_euripides
ja_ディーバ en_diva
ja_カモノハシ en_platypus
ja_レアリティ en_rarity
ja_七面鳥 en_turkey
ja_カプラン en_kaplan
ja_仁子 en_jinshi
ja_ポワチエ en_poitier
ja_セルロイド en_celluloid
ja_ディプロマ en_diploma
ja_バルタザール en_balthasar
ja_顕宗 en_kenzo
ja_ヴッパータール en_wuppertal
ja_フォッジャ en_foggia
ja_ビョーク en_björk
ja_シイタケ en_shiitake
ja_セジウィック en_sedgwick
ja_ジュバ en_juba
ja_マリボル en_maribor
ja_バルフ en_balkh
ja_ミュート en_muted
ja_ミュート en_mute
ja_イギー en_iggy
ja_ギルマン en_gilman
ja_牧草 en_pasture
ja_牧草 en_pastures
ja_白目 en_whites
ja_サイテーション en_citation
ja_ヒラメ en_brill
ja_ヒラメ en_flounder
ja_スベトラーナ en_svetlana
ja_アブジャ en_abuja
ja_白っぽい en_whitish
ja_フォルリ en_forlì
ja_グレタ en_greta
ja_グレタ en_gretta
ja_当惑 en_embarrassment
ja_当惑 en_perplexed
ja_セキュア en_secure
ja_ベッセル en_bessel
ja_イントレピッド en_intrepid
ja_マハーバーラタ en_mahabharata
ja_康政 en_yasumasa
ja_蘇州市 en_suzhou
ja_ゴーストバスターズ en_ghostbusters
ja_地溝 en_graben
ja_航海日誌 en_logbook
ja_ディンゴ en_dingo
ja_直方体 en_cuboid
ja_フォルカー en_volker
ja_ダンナ en_hubby
ja_ダンナ en_husband
ja_エゴイスト en_egoist
ja_ヴァリャーグ en_varangians
ja_スモッグ en_smog
ja_スプラウト en_sprouting
ja_スプラウト en_sprout
ja_マッコール en_mccall
ja_歯ブラシ en_toothbrush
ja_歯ブラシ en_toothbrushes
ja_イレーネ en_irene
ja_脳震盪 en_concussion
ja_膨らむ en_inflate
ja_トラバース en_traverse
ja_アキレウス en_achilles
ja_白内障 en_cataract
ja_ザンギー en_zangi
ja_パケ en_paquet
ja_メデジン en_medellín
ja_妓生 en_kisaeng
ja_綿毛 en_fluff
ja_モズレー en_mosley
ja_イグニッション en_ignition
ja_ルアー en_lure
ja_ルアー en_lures
ja_創造力 en_creativity
ja_ティルピッツ en_tirpitz
ja_エスペランサ en_esperanza
ja_ブランディング en_branding
ja_ロザリンド en_rosalind
ja_マディーナ en_madina
ja_マディーナ en_medina
ja_ブタン en_butane
ja_クロワッサン en_croissant
ja_マッジョーレ en_maggiore
ja_アイガー en_eiger
ja_エンコーダ en_encoder
ja_バリスタ en_barista
ja_エクソン en_exxon
ja_ヒッグス en_higgs
ja_接辞 en_affix
ja_オチョア en_ochoa
ja_アーバナ en_urbana
ja_タイニー en_tiny
ja_プントランド en_puntland
ja_スラヴォニア en_slavonia
ja_ゴット en_gott
ja_カマス en_barracuda
ja_サンダ en_sanda
ja_ハイル en_heil
ja_ファンタ en_fanta
ja_恵山 en_esan
ja_ニコロデオン en_nickelodeon
ja_辛味 en_pungency
ja_クリチバ en_curitiba
ja_履物 en_footwear
ja_バルパライソ en_valparaíso
ja_リアーナ en_rihanna
ja_胸骨 en_sternum
ja_古流 en_koryu
ja_アーティファクト en_artifacts
ja_ステロール en_sterol
ja_ギボンズ en_gibbons
ja_血腫 en_hematoma
ja_パリー en_parry
ja_フエゴ en_fuego
ja_レシート en_receipt
ja_カロ en_caro
ja_カミナリ en_thundering
ja_腓骨 en_fibula
ja_杭全 en_kumata
ja_ベニテス en_benítez
ja_トランペッター en_trumpeter
ja_エスカルゴ en_escargot
ja_ホッピー en_hoppy
ja_ワック en_wack
ja_モウリーニョ en_mourinho
ja_チャージャー en_charger
ja_ビオラ en_viola
ja_ガーリック en_garlic
ja_スレーター en_slater
ja_ヴィエイラ en_vieira
ja_カッパドキア en_cappadocia
ja_アンティ en_antti
ja_螺鈿 en_raden
ja_ランチタイム en_lunchtime
ja_テルメ en_terme
ja_エトナ en_etna
ja_値引き en_deduction
ja_オールディーズ en_oldie
ja_オールディーズ en_oldies
ja_シクストゥス en_sixtus
ja_向かい風 en_headwind
ja_三角錐 en_tetrahedron
ja_イーガン en_egan
ja_ペンチ en_pliers
ja_血栓症 en_thrombotic
ja_血栓症 en_thrombosis
ja_アンテロープ en_antelope
ja_あっせん en_mediation
ja_スポイラー en_spoiler
ja_アルギニン en_arginine
ja_ジスルフィド en_disulfide
ja_シェイマス en_seamus
ja_カゼルタ en_caserta
ja_ベネヴェント en_benevento
ja_アナコンダ en_anaconda
ja_アマリリス en_amaryllis
ja_情状 en_circumstances
ja_イコライザー en_equalizer
ja_マッキ en_macchi
ja_シャトレ en_châtelet
ja_灰皿 en_ashtray
ja_コンロ en_stove
ja_カサス en_casas
ja_蹄鉄 en_horseshoe
ja_ディオール en_dior
ja_臆病者 en_coward
ja_アウトライン en_outlined
ja_アウトライン en_outline
ja_アウトライン en_outlines
ja_ライ麦 en_rye
ja_ポカホンタス en_pocahontas
ja_フュルト en_fürth
ja_プリマヴェーラ en_primavera
ja_ジリナ en_žilina
ja_ジェル en_gel
ja_ガース en_garth
ja_ガース en_girth
ja_モーム en_maugham
ja_楔形文字 en_cuneiform
ja_鍵屋 en_locksmith
ja_タツノコ en_tatsunoko
ja_カリマンタン en_kalimantan
ja_アウトレイジ en_outrage
ja_相賀 en_aiga
ja_ケスラー en_kessler
ja_カスタード en_custard
ja_テオドラ en_theodora
ja_ヒラー en_hiller
ja_イェーツ en_yates
ja_見物人 en_onlookers
ja_セーヴル en_sèvre
ja_飯富 en_obu
ja_出芽 en_budding
ja_ルビジウム en_rubidium
ja_ミハウ en_michał
ja_マホガニー en_mahogany
ja_ダイナミズム en_dynamism
ja_ルジャンドル en_legendre
ja_コーツ en_coats
ja_ザポリージャ en_zaporizhia
ja_フィゲロア en_figueroa
ja_ヒステリック en_hysterical
ja_プロレタリアート en_proletariat
ja_アシュフォード en_ashford
ja_アピア en_apia
ja_ドラモンド en_drummond
ja_メーガン en_megan
ja_アルクマール en_alkmaar
ja_ベリック en_bellick
ja_ファクス en_fax
ja_タンブラー en_tumbler
ja_コンスタンツ en_konstanz
ja_バジリスク en_basilisk
ja_オートボット en_autobot
ja_オートボット en_autobots
ja_休会 en_recess
ja_ドゥシャンベ en_dushanbe
ja_正真正銘 en_genuine
ja_アービン en_ervin
ja_ホウ en_pang
ja_ヴィダル en_vidal
ja_ヴァルハラ en_valhalla
ja_パロマ en_paloma
ja_サリナス en_salinas
ja_与兵衛 en_yohei
ja_凡庸 en_mediocre
ja_ギャリー en_gary
ja_ウスター en_worcester
ja_附帯 en_incidental
ja_モリアーティ en_moriarty
ja_エクスポート en_exports
ja_エクスポート en_export
ja_エクスポート en_exporting
ja_メロウ en_mellow
ja_貴重品 en_valuables
ja_凍傷 en_frostbite
ja_ニキビ en_acne
ja_道弘 en_michihiro
ja_追伸 en_postscript
ja_ガンプ en_gump
ja_霧雨 en_drizzle
ja_シャドウズ en_shadows
ja_イシス en_isis
ja_マディ en_maddie
ja_バーソロミュー en_bartholomew
ja_キオスク en_kiosk
ja_ウィロー en_willow
ja_鼓膜 en_eardrum
ja_継父 en_stepfather
ja_フィアンセ en_fiance
ja_フィアンセ en_fiancé
ja_フィアンセ en_fiancée
ja_フィアンセ en_fiancee
ja_羽野 en_hano
ja_ジョス en_joss
ja_トルドー en_trudeau
ja_ベビーシッター en_babysitter
ja_ベビーシッター en_babysitting
ja_アスパラガス en_asparagus
ja_取り外す en_detach
ja_ペトロヴィッチ en_petrović
ja_不作為 en_inaction
ja_ジョルディ en_jordi
ja_スカボロー en_scarborough
ja_マーガリン en_margarine
ja_エバン en_evan
ja_声門 en_glottal
ja_アフロディーテ en_aphrodite
ja_シュタージ en_stasi
ja_長沙市 en_changsha
ja_ユーリイ en_yury
ja_ユーリイ en_yuriy
ja_カーディガン en_cardigan
ja_アラカン en_arakan
ja_バイブ en_vibe
ja_ゴドゥノフ en_godunov
ja_アロンゾ en_alonzo
ja_ブロウ en_blow
ja_イダ en_ida
ja_腹膜炎 en_peritonitis
ja_タンニン en_tannin
ja_空っぽ en_empty
ja_レスナー en_lesnar
ja_スーズダリ en_suzdal
ja_温める en_warms
ja_朝長 en_tomonaga
ja_テオドリック en_theoderic
ja_ディーコン en_deacon
ja_サワー en_sour
ja_後天性 en_acquired
ja_遊び心 en_playful
ja_ガーンジー en_guernsey
ja_マクラウド en_macleod
ja_ビストリツァ en_bystrica
ja_サバーハ en_sabah
ja_ポリウレタン en_polyurethane
ja_インターフェロン en_interferon
ja_アシュケナジム en_ashkenazi
ja_ヘルムホルツ en_helmholtz
ja_モスタル en_mostar
ja_心性 en_mentalities
ja_ゲヴァントハウス en_gewandhaus
ja_差出人 en_sender
ja_茶器 en_chaki
ja_パプリカ en_paprika
ja_エンタルピー en_enthalpy
ja_ディキシー en_dixie
ja_デコ en_deco
ja_エルチェ en_elche
ja_スパナ en_spanner
ja_ディカプリオ en_dicaprio
ja_チト en_chito
ja_ビリケン en_billiken
ja_遼東半島 en_liaodong
ja_ストーンヘンジ en_stonehenge
ja_マーベリック en_maverick
ja_レディオヘッド en_radiohead
ja_スタビライザー en_stabilizer
ja_ビーティー en_beatty
ja_マグ en_mag
ja_ポウハタン en_powhatan
ja_飲み込む en_swallow
ja_ボディビルダー en_bodybuilder
ja_ミルナー en_milner
ja_ザンダー en_xander
ja_階下 en_downstairs
ja_モイラ en_moira
ja_エゼキエル en_ezekiel
ja_チョウザメ en_sturgeon
ja_ドナテッロ en_donatello
ja_ドルイド en_druid
ja_タデウシュ en_tadeusz
ja_龍泉 en_longquan
ja_サマリウム en_samarium
ja_ダニエレ en_daniele
ja_三景 en_sankei
ja_アサリ en_clams
ja_キャドバリー en_cadbury
ja_礼法 en_decorum
ja_欠格 en_disqualified
ja_欠格 en_disqualification
ja_塩冶 en_enya
ja_マジュロ en_majuro
ja_カプリ en_capri
ja_フェローシップ en_fellowship
ja_不実 en_untrue
ja_エアロビクス en_aerobics
ja_ジラール en_girard
ja_氷柱 en_icicle
ja_残滓 en_swill
ja_ラーナー en_lerner
ja_ヘクト en_hecht
ja_ブルクハルト en_burkhardt
ja_ソヨ en_soyo
ja_リプトン en_lipton
ja_手相 en_palmistry
ja_クロスワード en_crossword
ja_スケーター en_skater
ja_ヨーデル en_yodel
ja_ノベルティ en_novelty
ja_マクダウェル en_mcdowell
ja_マートル en_myrtle
ja_アンタルヤ en_antalya
ja_ヴィトン en_vuitton
ja_クリフハンガー en_cliffhanger
ja_プラダ en_prada
ja_チューインガム en_chewing
ja_ジルコニウム en_zirconium
ja_ニーヴン en_niven
ja_シャルルロワ en_charleroi
ja_コルビー en_colby
ja_バインディング en_bindings
ja_バインディング en_binding
ja_チェンバーズ en_chambers
ja_自家製 en_homemade
ja_ウエンツ en_wentz
ja_ハーケン en_haken
ja_機知 en_wit
ja_ウインク en_wink
ja_タルトゥ en_tartu
ja_ルクソール en_luxor
ja_コット en_cot
ja_ラプンツェル en_rapunzel
ja_マホーン en_mahone
ja_バリャドリッド en_valladolid
ja_スカーフェイス en_scarface
ja_クルーゾー en_clouzot
ja_フォリオ en_folio
ja_識字 en_literacy
ja_ピュロス en_pyrrhus
ja_ニッコロ en_niccolò
ja_テスタメント en_testament
ja_草履 en_zori
ja_アンドラーデ en_andrade
ja_ボビン en_bobbin
ja_多芸 en_versatility
ja_ラップランド en_lapland
ja_野江 en_noe
ja_アストリッド en_astrid
ja_メラニン en_melanin
ja_バートラム en_bertram
ja_友則 en_tomonori
ja_ムンダ en_munda
ja_パンジー en_pansy
ja_すき焼き en_sukiyaki
ja_オフショア en_offshore
ja_ミュリエル en_muriel
ja_ジャマール en_jamal
ja_錠前 en_lock
ja_錠前 en_locksmith
ja_プリムローズ en_primrose
ja_アルバセテ en_albacete
ja_アバド en_abbado
ja_オルデンドルフ en_oldendorf
ja_せいや en_seiya
ja_ドラゴ en_drago
ja_マグダレナ en_magdalena
ja_つるぎ en_tsurugi
ja_代価 en_proceeds
ja_不道徳 en_immoral
ja_不道徳 en_immorality
ja_サロモン en_salomon
ja_ダージリン en_darjeeling
ja_ダーシー en_darcy
ja_春画 en_shunga
ja_校本 en_variorum
ja_メルカトル en_mercator
ja_ウィナー en_winner
ja_バマコ en_bamako
ja_ビーティ en_beaty
ja_オーガズム en_orgasm
ja_カリオカ en_carioca
ja_ナホトカ en_nakhodka
ja_デービー en_davy
ja_コルグ en_korg
ja_アレッツォ en_arezzo
ja_アフィリエイト en_affiliate
ja_キャプチャー en_capture
ja_謝る en_apologize
ja_カンダハール en_kandahar
ja_インヴィンシブル en_invincible
ja_ブルジョア en_bourgeoisie
ja_チェルトナム en_cheltenham
ja_カベルネ en_cabernet
ja_チョクトー en_choctaw
ja_ツェルマット en_zermatt
ja_博学 en_erudite
ja_ダイアログ en_dialogs
ja_ボナンザ en_bonanza
ja_バサン en_bazán
ja_タミー en_tammy
ja_シュローダー en_schroeder
ja_胃袋 en_tripe
ja_ホロヴィッツ en_horowitz
ja_メトロノーム en_metronome
ja_スピーディー en_speedy
ja_ヴィン en_vinh
ja_マイクロメートル en_micrometers
ja_ガーディナー en_gardiner
ja_ドッペルゲンガー en_doppelganger
ja_ラッフルズ en_raffles
ja_シグナス en_cygnus
ja_インダクタンス en_inductance
ja_ウファ en_ufa
ja_彩度 en_saturation
ja_ビューヒナー en_büchner
ja_配車 en_ride
ja_配車 en_rides
ja_ブローチ en_brooch
ja_アルビ en_albi
ja_トブルク en_tobruk
ja_ホイットワース en_whitworth
ja_グスク en_gusuku
ja_メソアメリカ en_mesoamerica
ja_ヘミングス en_hemmings
ja_ゲルトルート en_gertrude
ja_ベロー en_bellow
ja_ヨモギ en_mugwort
ja_ヨモギ en_wormwood
ja_バヤン en_bayan
ja_ペプシ en_pepsi
ja_サクランボ en_cherry
ja_サクランボ en_cherries
ja_アッラーフ en_allah
ja_リッケンバッカー en_rickenbacker
ja_ズルツバッハ en_sulzbach
ja_平手打ち en_slap
ja_ピジョン en_pigeon
ja_ダーティー en_dirty
ja_レモネード en_lemonade
ja_草取り en_weeding
ja_パッケージング en_packaging
ja_ティミショアラ en_timișoara
ja_おせっかい en_busybody
ja_デュカス en_ducasse
ja_平楽 en_pingle
ja_マイカ en_micah
ja_チャント en_chant
ja_フィリッパ en_philippa
ja_セッションズ en_sessions
ja_ウメオ en_umeå
ja_タスカルーサ en_tuscaloosa
ja_トロムソ en_tromsø
ja_ミゼット en_midget
ja_ダンベル en_dumbbell
ja_レッコ en_lecco
ja_カモシカ en_serow
ja_ベネデット en_benedetto
ja_ブルッフ en_bruch
ja_ヴォルタ en_wanderlust
ja_ヴォルタ en_volta
ja_デポジット en_deposit
ja_アテーナー en_athena
ja_ハートブレイク en_heartbreak
ja_竜華 en_longhua
ja_ザラ en_zara
ja_とうもろこし en_corn
ja_ドイッチュラント en_deutschland
ja_ユングフラウ en_jungfrau
ja_バム en_bam
ja_オネゲル en_honegger
ja_ゼニット en_zenit
ja_圧巻 en_spectacular
ja_ベセスダ en_bethesda
ja_アルブミン en_albumin
ja_キッチナー en_kitchener
ja_アバークロンビー en_abercrombie
ja_バアル en_baal
ja_シムカ en_simca
ja_ベスタ en_vesta
ja_ブラックウェル en_blackwell
ja_モボ en_mobo
ja_バーナビー en_barnaby
ja_メリンダ en_melinda
ja_ヴァンセンヌ en_vincennes
ja_モースル en_mosul
ja_急騰 en_skyrocket
ja_ガーミン en_garmin
ja_サドラー en_sadler
ja_マペット en_muppet
ja_マペット en_muppets
ja_ムサ en_musa
ja_クロロホルム en_chloroform
ja_マカロック en_mcculloch
ja_虫垂炎 en_appendicitis
ja_楽々 en_easily
ja_クリューガー en_kruger
ja_クリューガー en_krueger
ja_ブロンコ en_bronco
ja_ディスペンサー en_dispenser
ja_九曜 en_navagraha
ja_ヨーダ en_yoda
ja_エバーグリーン en_evergreen
ja_チェリッシュ en_cherish
ja_ハイゼンベルク en_heisenberg
ja_マッティ en_matti
ja_裏書 en_endorsement
ja_ラプター en_raptor
ja_マドリガーレ en_madrigal
ja_コンスタンツァ en_constanța
ja_モーゼ en_moses
ja_アモス en_amos
ja_プレフィックス en_prefix
ja_プレミアシップ en_premiership
ja_ベッリーニ en_bellini
ja_ジオキシゲナーゼ en_dioxygenase
ja_テイシェイラ en_teixeira
ja_変成岩 en_metamorphic
ja_クローチェ en_croce
ja_フロド en_frodo
ja_キャロリン en_carolyn
ja_色相 en_hue
ja_水たまり en_puddle
ja_グルタミン en_glutamine
ja_イタロ en_italo
ja_カシム en_qasim
ja_マクドウェル en_mcdowell
ja_ヒットラー en_hitler
ja_ルテニウム en_ruthenium
ja_セレクタ en_selectors
ja_セレクタ en_selector
ja_ジャバ en_jabba
ja_ラインホルト en_reinhold
ja_アロマテラピー en_aromatherapy
ja_ヴォルゴグラード en_volgograd
ja_ピクルス en_pickles
ja_ピクルス en_pickle
ja_ニウエ en_niue
ja_テスター en_tester
ja_テスター en_testers
ja_嘉義市 en_chiayi
ja_ブリスコ en_brisco
ja_張り込み en_stakeout
ja_一神教 en_monotheism
ja_ユッカ en_jukka
ja_カルキ en_kalki
ja_ヘット en_tallow
ja_用事 en_errands
ja_タンタル en_tantalum
ja_シーフード en_seafood
ja_アナフィラキシー en_anaphylactic
ja_アンジオテンシン en_angiotensin
ja_アミロイド en_amyloid
ja_カササギ en_magpie
ja_カプチーノ en_cappuccino
ja_ヤクーツク en_yakutsk
ja_ロセッティ en_rossetti
ja_コロッサス en_colossus
ja_トップス en_tops
ja_仙骨 en_sacrum
ja_キャビア en_caviar
ja_サリチル酸 en_salicylate
ja_アルマニャック en_armagnac
ja_アメンホテプ en_amenhotep
ja_ゾラ en_zola
ja_フレーク en_flakes
ja_クリップス en_crips
ja_幇間 en_hokan
ja_ボボ en_bobo
ja_ローゼンタール en_rosenthal
ja_エモリー en_emory
ja_凍る en_freezes
ja_偽善 en_hypocritical
ja_偽善 en_hypocrite
ja_偽善 en_hypocrisy
ja_ウォッチャー en_watcher
ja_ジュルジュ en_giurgiu
ja_サラトフ en_saratov
ja_新竹市 en_hsinchu
ja_アゾフ en_azov
ja_信広 en_nobuhiro
ja_ビー玉 en_marbles
ja_多神教 en_polytheism
ja_ユストゥス en_justus
ja_イントネーション en_intonation
ja_フローズン en_frozen
ja_チャドウィック en_chadwick
ja_オッパイ en_tits
